#SAMPLE	SMILES	Max_Rank	Max_Probability
SJ000550430-1	COc1cccc(-c2cc(C(=O)NCCCN3CCOCC3)c3ccccc3n2)c1	554	0.50000
SJ000550479-1	CC(C)CCn1cc(C(=O)NC2CCCC2)c(=O)c(C(=O)N2CCN(C(C)C)CC2)c1	554	0.46000
SJ000550582-1	O=C(c1cc(-c2ccccc2)nc2ccccc21)N1CCN(C/C=C/c2ccccc2)CC1	553	0.51000
SJ000551182-1	Cc1cccc(C2(c3cccc(C)c3)CC2C(=O)N/N=C/c2ccc([N+](=O)[O-])cc2)c1	552	0.50000
SJ000550433-1	O=C(Nc1ccc(N2CCOCC2)cc1)c1cc(-c2cccnc2)nc2ccccc21	551	0.51000
SJ000551411-1	CC(C)N(C#N)c1nc(N(C)C)nc(N2CCOCC2)n1	550	0.50000
SJ000550996-1	Cc1cc(NC(=O)NC(=O)c2c(Cl)cccc2Cl)n(-c2cccc(F)c2)n1	549	0.50000
SJ000551417-1	Oc1cc(-c2ccccc2)nc(N2CCCCC2)n1	548	0.50000
SJ000551701-1	CCOC(=O)c1c(C)oc2ccc(OC)cc21	548	0.38000
SJ000550483-1	CC(C)(C)NC(=O)c1cn(C2CCCCC2)cc(C(=O)N2CCN(Cc3cccs3)CC2)c1=O	547	0.49000
SJ000551226-1	O=C(NCCc1ccccc1)c1cc2n(n1)C(C(F)(F)F)CC(c1ccc(Cl)c(Cl)c1)N2	546	0.50000
SJ000550495-1	CCNC(=O)c1cn(CC2CCCCC2)cc(C(=O)NCC(C)(C)N2CCOCC2)c1=O	543	0.50000
SJ000331677-2	CC(C)c1ccc(/C=C/C(=O)Nc2ccc(Cl)c(Cl)c2)cc1	543	0.49000
SJ000551384-1	CCn1c(SCC(=O)Nc2cc(C(F)(F)F)ccc2Cl)nnc1-c1ccc(OC)cc1	541	0.49000
SJ000551412-1	CCN(C#N)c1nc(N(C)C)nc(N2CCOCC2)n1	540	0.49000
SJ000551256-1	CC(NC(=O)C1CC1c1ccccc1)c1ccccc1	540	0.36000
SJ000550403-1	Cc1ccc2nc(-c3ccncc3)cc(C(=O)N3CCN(Cc4ccccc4)CC3)c2c1	539	0.50000
SJ000551176-1	COc1cc(/C=N/NC(=O)C2CC2(c2ccccc2)c2ccccc2)cc([N+](=O)[O-])c1O	539	0.49000
SJ000550402-1	Cc1ccc2nc(-c3ccncc3)cc(C(=O)NC3CCN(Cc4ccccc4)CC3)c2c1	538	0.50000
SJ000550601-1	O=C(c1cc(-c2cccnc2)nc2ccc(Cl)cc21)N1CCN(Cc2ccc(F)cc2Cl)CC1	538	0.49000
SJ000550593-1	O=C(c1cc(-c2ccccn2)nc2ccc(Cl)cc21)N1CCN(CCc2ccccc2)CC1	537	0.49000
SJ000551409-1	Nc1cc(N2CCOCC2)ccc1Cl	536	0.49000
SJ000551282-1	COc1ccc(NC(=O)C2CC2c2ccc(Cl)cc2)c(C)c1	536	0.30000
SJ000550716-1	Clc1cccc(N2CCN(CC3CC4C=CC3C4)CC2)c1	533	0.41000
SJ000553596-1	N#Cc1ccc(C(=O)N2CCN(c3nc4cccnc4o3)CC2)cc1	530	0.50000
SJ000550607-1	COc1ccccc1-c1cc(C(=O)NCCN2CCOCC2)c2ccccc2n1	530	0.42000
SJ000551046-1	O=C(C1CC1)N1CCN(c2cccc(Cl)c2)CC1	529	0.24000
SJ000550605-1	Cc1cccc(-c2cc(C(=O)NCCCN3CCOCC3)c3ccccc3n2)c1	527	0.48000
SJ000550408-1	CCN1CCN(C(=O)c2cc(-c3ccncc3)nc3ccc(Cl)cc32)CC1	526	0.49000
SJ000550976-1	O=S(=O)(c1cccc(C(F)(F)F)c1)N1CCC(CO)(Cc2cccc(C(F)(F)F)c2)CC1	526	0.35000
SJ000550405-1	O=C(c1cc(-c2ccncc2)nc2ccc(Cl)cc21)N1CCN(Cc2ccccc2)CC1	525	0.49000
SJ000550737-1	Brc1ccccc1CN1CCN(C2CC3CCC2C3)CC1	525	0.36000
SJ000551164-1	O=C1c2ccccc2NC(c2ccc(Cl)cc2Cl)N1Cc1ccccc1	524	0.48000
SJ000551217-1	COc1ccc(N2C(=O)c3ccccc3NC2c2ccc(C)cc2)cc1	524	0.47000
SJ000550406-1	O=C(NC1CCN(Cc2ccccc2)CC1)c1cc(-c2ccncc2)nc2ccc(Cl)cc21	522	0.49000
SJ000550434-1	CN1CCN(C(=O)c2cc(-c3ccccn3)nc3ccccc32)CC1	521	0.49000
SJ000550603-1	O=C(NCCN1CCOCC1)c1cc(-c2cccc(Br)c2)nc2ccc(Cl)cc21	520	0.49000
SJ000551177-1	COc1cc(OC)c([N+](=O)[O-])cc1/C=N/NC(=O)C1CC1(c1ccccc1)c1ccccc1	519	0.48000
SJ000338919-2	Nc1ccc(Cl)cc1N1CCOCC1	517	0.48000
SJ000550455-1	CC(C)Cn1cc(C(=O)NC2CCN(Cc3ccccc3)CC2)c(=O)c(C(=O)N2CCCCC2)c1	515	0.48000
SJ000550983-1	COc1cc(CNc2nnnn2C)ccc1OCc1ccc(Cl)cc1	512	0.47000
SJ000550577-1	O=C(c1cc(-c2ccccc2)nc2ccccc21)N1CCN(Cc2ccccc2)CC1	511	0.48000
SJ000551211-1	CCOc1ccc(C2Nc3ccccc3C(=O)N2c2ccccc2)cc1	511	0.47000
SJ000550432-1	CN1CCN(C(=O)c2cc(-c3ccccc3)nc3ccccc32)CC1	510	0.48000
SJ000551280-1	Cc1ccc(C(CC(=O)Nc2ccccc2C)c2ccccc2)c(O)c1	510	0.45000
SJ000550745-1	COc1ccc2c(c1)N(C)/C(=C1/S/C(=N\c3ccc(O)cc3)N(c3ccccc3)C1=O)S2	508	0.47000
SJ000551209-1	COc1ccc(C2Nc3ccccc3C(=O)N2Cc2ccccc2)cc1	507	0.46000
SJ000550625-1	CC(C)c1ccc(/C=C/C(=O)Nc2cccc(F)c2)cc1	506	0.46000
SJ000551184-1	O=C(N/N=C/c1ccc([N+](=O)[O-])cc1)C1CC1(c1ccccc1)c1ccccc1	503	0.46000
SJ000551132-1	CC(=O)c1cc(CN2CCC(n3nccc3NC(=O)CCCc3ccccc3)CC2)cs1	502	0.46000
SJ000551113-1	CCC(=O)Nc1cc(NC(=O)CSc2nccn2C)ccc1OC	502	0.27000
SJ000551355-1	Cn1cnc([N+](=O)[O-])c1C(=O)Nc1ccccc1	501	0.48000
SJ000550986-1	CCOc1cc(CNc2nnnn2C)ccc1OCc1ccccc1	501	0.46000
SJ000551198-1	CCN(CC)C(=O)COc1ccc2oc(C)c(C(=O)OC)c2c1	500	0.46000
SJ000551358-1	CCOC(=O)c1c(C)oc2cc(Br)c(OC(=O)c3ccc(OC)c(OC)c3)cc21	499	0.46000
SJ000550573-1	Cc1ccc(-c2nc3ccccc3c(C(=O)NCCN3CCOCC3)c2C)cc1	499	0.45000
SJ000551027-1	CC(CCc1ccccc1)Nc1cc(N2CCN(C(=O)c3ccccc3F)CC2)ccc1[N+](=O)[O-]	497	0.47000
SJ000551398-1	Clc1cc(N2CCOCC2)ncn1	497	0.47000
SJ000550444-1	Cc1ccc2nc(-c3ccncc3)cc(C(=O)NCCN3CCOCC3)c2c1	496	0.47000
SJ000551013-1	O=S(=O)(c1ccccc1)N1CCC(CO)(Cc2ccccc2C(F)(F)F)CC1	496	0.45000
SJ000550720-1	COc1ccccc1N1CCN(CC2CC3C=CC2C3)CC1	496	0.37000
SJ000551015-1	Cc1n[nH]c(C)c1S(=O)(=O)N1CCC(CO)(Cc2ccccc2C(F)(F)F)CC1	495	0.45000
SJ000551375-1	CCOC(=O)c1c(C)oc2ccc(OCC(=O)c3ccccc3)cc21	495	0.41000
SJ000550978-1	O=S(=O)(/C=C/c1ccccc1)N1CCC(CO)(Cc2cccc(C(F)(F)F)c2)CC1	493	0.47000
SJ000550629-1	CC(C)c1ccc(/C=C/C(=O)Nc2cccc(Cl)c2)cc1	493	0.44000
SJ000551077-1	CC(CNCc1ccc(C(=O)O)cc1)c1ccccc1	492	0.47000
SJ000551193-1	CCOC(=O)c1c(C)oc2ccc(OC(=O)c3ccccc3C)cc21	488	0.45000
SJ000551330-1	COc1cc(CNC(=O)Nc2ccc(C)c(F)c2)cc(OC)c1OC	488	0.43000
SJ000550926-1	CCc1c(C)nn(-c2nc(C)cc(C)n2)c1OC(=O)c1ccccc1	487	0.47000
SJ000551402-1	CN(C)c1nc(N(C#N)Cc2ccccc2)nc(N2CCOCC2)n1	487	0.45000
SJ000550690-1	COc1ccc(NC(=O)CC2C(=O)N(c3cccc(OC)c3)C(=O)N2CCC(C)C)cc1	487	0.32000
SJ000550775-1	Cc1ccc(-n2nnc(-c3nc4ccccc4s3)c2N)cc1	483	0.45000
SJ000551216-1	Cc1ccc(C2Nc3ccccc3C(=O)N2c2ccc(C)cc2)cc1	482	0.40000
SJ000551100-1	Cc1cc(C)c(NC(=O)CSc2nccn2C)c(C)c1	481	0.25000
SJ000550452-1	COc1ccccc1N1CCN(C(=O)c2cn(CCC(C)C)cc(C(=O)NC(C)(C)C)c2=O)CC1	480	0.39000
SJ000550583-1	Cc1cccc(-c2cc(C(=O)N3CCN(C)CC3)c3ccccc3n2)c1	479	0.46000
SJ000550588-1	CCOc1ccc(NC(=O)/C=C/c2ccccc2Cl)cc1	479	0.44000
SJ000550579-1	Cc1cccc(-c2cc(C(=O)N3CCN(Cc4ccccc4)CC3)c3ccccc3n2)c1	478	0.46000
SJ000550628-1	CC(C)c1ccc(/C=C/C(=O)Nc2ccccc2Cl)cc1	478	0.44000
SJ000550594-1	COc1cccc(CN2CCN(C(=O)c3cc(-c4cccnc4)nc4ccc(C)cc43)CC2)c1	477	0.44000
SJ000551165-1	CCCN1C(=O)c2ccccc2NC1c1cc(OC)c(OC)c(OC)c1	476	0.46000
SJ000550664-1	CCOC(=O)c1ccc(NC(=O)CC2C(=O)N(c3ccccc3)C(=O)N2Cc2ccccn2)cc1	475	0.46000
SJ000550439-1	Cc1ccc(CN2CCN(C(=O)c3cc(-c4ccccc4)nc4ccc(Br)cc43)CC2)cc1	474	0.46000
SJ000551212-1	CCc1ccc(N2C(=O)c3ccccc3NC2c2ccc(OC)cc2)cc1	474	0.42000
SJ000551014-1	COc1ccc(S(=O)(=O)N2CCC(CO)(Cc3ccccc3C(F)(F)F)CC2)cc1	473	0.41000
SJ000551292-1	Cc1nn(C)c(C(=O)NNC(=O)Nc2cccc([N+](=O)[O-])c2)c1Br	471	0.44000
SJ000550981-1	CCCn1nnnc1NC(=O)c1cccc(Cl)c1	471	0.36000
SJ000551401-1	Cc1ccccc1OCCN(C#N)c1nc(N(C)C)nc(N2CCOCC2)n1	470	0.44000
SJ000550980-1	CCCn1nnnc1NCc1ccccc1OCc1ccc(F)cc1	469	0.46000
SJ000349335-2	CC(C)CCn1cc(C(=O)NC(C)(C)C)c(=O)c(C(=O)N2CCN(C/C=C/c3ccccc3)CC2)c1	469	0.43000
SJ000551156-1	CSc1ccc(C2Nc3ccccc3C(=O)N2)cc1	468	0.44000
SJ000551128-1	Cc1ccc(Cl)cc1N1CCN(C(=O)C(C)(C)C)CC1	467	0.34000
SJ000550584-1	COc1ccc(-c2nc3ccccc3c(C(=O)NCCN3CCOCC3)c2C)cc1	466	0.45000
SJ000551397-1	Brc1ccc(-c2nc(-c3ccccc3)cc(N3CCOCC3)n2)cc1	466	0.44000
SJ000550576-1	O=C(NCCN1CCOCC1)c1cc(-c2ccccc2)nc2ccccc21	464	0.44000
SJ000550761-1	CCN1c2cc(OC)ccc2S/C1=C/C=c1\s/c(=C2/C(=O)N(c3ccccc3)N=C2C)n(CC)c1=O	463	0.46000
SJ000551254-1	CN(C)c1ccc(NC(=O)C2CC2c2ccccc2)cc1	462	0.32000
SJ000550508-1	Cc1ccc(OCCN(C)C(=O)c2cn(C3CCCCC3)cc(C(=O)NC(C)(C)C)c2=O)cc1	460	0.45000
SJ000551054-1	O=C(c1ccccc1)N1CCN(c2ccc([N+](=O)[O-])c(NCc3ccccc3)c2)CC1	460	0.41000
SJ000550988-1	COc1cc(CNc2nnnn2C)ccc1OCc1ccccc1F	459	0.45000
SJ000550613-1	CCC(C)c1ccc(NC(=O)/C=C/c2cccc(Cl)c2)cc1	459	0.43000
SJ000551293-1	Cc1nn(C)c(C(=O)NNC(=O)Nc2ccc([N+](=O)[O-])cc2)c1Cl	456	0.43000
SJ000551362-1	CCOC(=O)c1c(C)oc2ccc(OC(C(=O)OCC)c3ccccc3)cc21	455	0.44000
SJ000551109-1	CSc1nnc(CNC(=O)c2cc(C(F)(F)F)ccc2Cl)n1-c1ccc(F)cc1	454	0.43000
SJ000551043-1	CC(C)(C)C(=O)Nc1ccc(N2CCN(C(=O)C(C)(C)C)CC2)cc1	452	0.32000
SJ000551309-1	Cn1nccc1C(=O)Nc1cc(Oc2ccc(Cl)cc2)cc([N+](=O)[O-])c1	451	0.43000
SJ000550993-1	CCOc1cccc(CNc2nnnn2C)c1OCc1ccccc1	450	0.43000
SJ000551124-1	CC(C)(C)C(=O)N1CCN(C(c2ccccc2)c2ccccc2)CC1	450	0.37000
SJ000550735-1	c1cc(CN2CCN(C3CC4CCC3C4)CC2)ccn1	449	0.43000
SJ000550620-1	Cc1ccc(NC(=O)/C=C/c2ccccc2Cl)cc1	449	0.42000
SJ000551334-1	COc1cc(CNC(C)C)cc(Br)c1OCC(N)=O	448	0.38000
SJ000551388-1	CCN(CC)C(=O)c1c(C)oc2cc3c(cc21)oc(C)c3C(=O)N(CC)CC	447	0.42000
SJ000550649-1	COc1ccc(N2C(=O)C(CC(=O)Nc3ccc(F)cc3)N(CCC(C)C)C2=O)cc1	445	0.35000
SJ000551219-1	CCOC(=O)c1c(C)oc2ccc(OCC=C(C)C)cc21	444	0.42000
SJ000550729-1	O=[N+]([O-])c1cccc(CN2CCN(C3CC4CCC3C4)CC2)c1	444	0.28000
SJ000551262-1	CC1(C)CC1C(=O)Nc1ccc([N+](=O)[O-])cc1	443	0.41000
SJ000551359-1	CCOC(=O)c1c(C)oc2ccc(OCC(=O)OC(C)C)cc21	442	0.44000
SJ000551756-1	O=C(CSc1nnc2ccc3ccccc3n21)Nc1ccccc1F	441	0.23000
SJ000551157-1	CN(C)CCn1cnc2ccccc2c1=O	438	0.42000
SJ000553598-1	CCN1CCN(C(=O)c2ccc(CN3c4cc(C)nn4CCC3=O)cc2)CC1	437	0.44000
SJ000550743-1	C=CCn1c(=O)/c(=C2/Sc3ccc(OC)cc3N2CC)s/c1=C1/C(=O)NN=C1C	436	0.42000
SJ000550987-1	COc1cccc(CNc2nnnn2C)c1OCc1ccc(C)cc1	435	0.42000
SJ000551360-1	CCOc1cc2c(cc1Br)oc(C)c2C(=O)OCCOC	435	0.41000
SJ000551760-1	O=c1cc(CSc2nc3ccccc3c(=O)n2Cc2ccc3c(c2)OCO3)nc2ccccn12	434	0.44000
SJ000551237-1	CCOC(=O)C1CCCCN1Cc1cccc(OC2CCN(C(=O)c3cc4nc(C)cc(C)n4n3)CC2)c1	434	0.42000
SJ000337545-2	Cn1nnnc1NCc1c(F)cccc1Cl	433	0.44000
SJ000551239-1	Cc1cc(C)n2nc(C(=O)N3CCCC(COc4ccc(CN(C)Cc5cccc6ccccc65)cc4)C3)cc2n1	433	0.42000
SJ000551126-1	COc1ccccc1N1CCN(C(=O)C2CC2)CC1	433	0.21000
SJ000313563-2	CC(=O)c1ccc(NC(=O)/C=C/c2ccccc2Cl)cc1	432	0.41000
SJ000550589-1	CCc1ccc(NC(=O)/C=C/c2ccccc2Cl)cc1	431	0.41000
SJ000551045-1	CCC(=O)Nc1ccc(N2CCN(C(=O)C(C)(C)C)CC2)cc1	431	0.22000
SJ000551413-1	CC(C)c1ccc(NC(=O)/C=C/c2ccccc2)cc1	430	0.41000
SJ000550581-1	Cc1c(-c2ccccc2)nc2ccccc2c1C(=O)N1CCN(Cc2ccccc2)CC1	428	0.43000
SJ000550575-1	CCOc1cccc(-c2cc(C(=O)NCCN3CCOCC3)c3ccccc3n2)c1	427	0.41000
SJ000414813-2	CCc1cccc(C)c1NC(=O)CSc1nccn1C	426	0.23000
SJ000550712-1	OCCOCCN1CCN(C2CC3CCC2C3)CC1	425	0.43000
SJ000553573-1	CC1CN(C(=O)c2cc(C(=O)N3CC(C)OC(C)C3)cc([N+](=O)[O-])c2)CC(C)O1	422	0.41000
SJ000551123-1	COc1ccc(N2CCN(C(=O)c3ccc(C(C)(C)C)cc3)CC2)cc1	422	0.31000
SJ000551331-1	COc1ccc(CNC(=O)Nc2cccc(F)c2)cc1OC	420	0.41000
SJ000551048-1	CC(C)(C)C(=O)N1CCN(c2cccc(Cl)c2)CC1	420	0.36000
SJ000550714-1	Clc1ccccc1N1CCN(CC2CC3C=CC2C3)CC1	419	0.43000
SJ000551044-1	CC(C)(C)C(=O)N1CCN(c2ccc(N)cc2Cl)CC1	417	0.32000
SJ000551699-1	C=C(C)COc1ccc2oc(C)c(C(=O)OCCOC)c2c1	416	0.37000
SJ000550642-1	O=C(CC1C(=O)N(c2cccc(F)c2)C(=O)N1CCc1ccccc1F)Nc1cccc(F)c1	414	0.35000
SJ000551125-1	O=C(C1CC1)N1CCN(c2ccc(F)cc2)CC1	413	0.19000
SJ000550592-1	COc1cccc(CN2CCN(C(=O)c3cc(-c4ccncc4)nc4ccc(C)cc43)CC2)c1	412	0.42000
SJ000550696-1	CCc1cccc(NC(=O)C(C)C2Sc3ccccc3NC2=O)c1	412	0.41000
SJ000551192-1	CCOC(=O)C(C)Oc1ccc2oc(C)c(C(=O)OCCOC)c2c1	411	0.42000
SJ000551394-1	Brc1ccc(-c2nc(N3CCOCC3)cc(N3CCOCC3)n2)cc1	411	0.41000
SJ000551350-1	Cc1sc(NC(=O)c2nn(C)cc2I)c(C#N)c1C	411	0.36000
SJ000551201-1	CCOC(=O)c1c(C)oc2ccc(OC(=O)c3ccccc3OC)cc21	410	0.42000
SJ000550656-1	C=CCN1C(=O)N(c2cccc(C)c2)C(=O)C1CC(=O)Nc1cccc(F)c1	410	0.36000
SJ000551390-1	COCCOC(=O)c1c(C)oc2cc(Br)c(OCC(=O)OCc3ccccc3)cc21	409	0.42000
SJ000551200-1	CCOC(=O)c1c(C)oc2ccc(OC(=O)c3ccc(C)cc3)cc21	409	0.33000
SJ000550587-1	COC(=O)c1ccc(NC(=O)/C=C/c2ccccc2Cl)cc1	408	0.40000
SJ000550606-1	O=C(NCCN1CCOCC1)c1cc(-c2ccccc2Cl)nc2ccccc21	406	0.41000
SJ000550646-1	CCCOc1ccc(NC(=O)CC2C(=O)N(c3cccc(C)c3)C(=O)N2CC(C)C)cc1	403	0.35000
SJ000551357-1	COCCOC(=O)c1c(C)oc2cc(Br)c(OC(=O)c3ccc(OC)cc3)cc21	401	0.40000
SJ000551196-1	COCCOC(=O)c1c(C)oc2ccc(OC)cc21	401	0.37000
SJ000551161-1	O=C1c2ccccc2NC(c2ccccc2Cl)N1c1ccc(Cl)cc1	400	0.34000
SJ000551130-1	CC(C)(C)C(=O)N1CCN(c2ccc(Cl)c(Cl)c2)CC1	399	0.37000
SJ000551194-1	CCOC(=O)c1c(C)oc2ccc(OC(=O)c3cc4ccccc4o3)cc21	398	0.40000
SJ000551415-1	CN(C)c1nc(N(C#N)CCOc2ccccc2)nc(N2CCOCC2)n1	397	0.40000
SJ000551246-1	O=C(c1ccco1)N1CCN(C(=O)c2cnn3cccnc23)CC1	397	0.29000
SJ000551221-1	Cc1cc(-c2ccccc2)nc2cc(C(=O)N3CCN(C(c4ccccc4)c4ccccc4)CC3)nn21	395	0.37000
SJ000551263-1	CC(NC(=O)C1CC1(C)C)c1ccccc1	394	0.40000
SJ000551186-1	CCOC(=O)COc1cc2c(cc1Br)oc(C)c2C(=O)OCCOC	393	0.41000
SJ000553599-1	Cc1ccc(C(=O)N2CCC(c3nc(-c4ccccc4C)no3)CC2)cc1F	392	0.40000
SJ000550623-1	COc1ccc(NC(=O)/C=C/c2ccc(C(C)C)cc2)cc1	391	0.30000
SJ000551395-1	Clc1cc(N2CCOCC2)nc(-c2ccc(Br)cc2)n1	390	0.41000
SJ000551114-1	COc1cc(NC(=O)CSc2nccn2C)cc(OC)c1OC	390	0.38000
SJ000551235-1	COCCN(CC1CCCN(C2Cc3ccccc3C2)C1)C(=O)c1cc2ncccn2n1	388	0.40000
SJ000553602-1	CCCN1CCN(C(=O)c2ccc(Cn3c4ccccc4nc(C)c3=O)cc2)CC1	387	0.41000
SJ000550624-1	CC(C)c1ccc(/C=C/C(=O)Nc2ccc(C(C)C)cc2)cc1	387	0.39000
SJ000550666-1	COc1ccc(CCN2C(=O)N(c3cccc(Cl)c3)C(=O)C2CC(=O)Nc2ccc(F)cc2)cc1	387	0.30000
SJ000550771-1	OCCC1CN(C2Cc3ccccc3C2)CCN1Cc1ccc(F)c(F)c1	386	0.41000
SJ000550585-1	Cc1cccc(NC(=O)/C=C/c2ccccc2Cl)c1	386	0.39000
SJ000550936-1	O=C(CNCc1ccccc1)c1ccc(Br)cc1	385	0.32000
SJ000551286-1	Cn1ncc([N+](=O)[O-])c1C(=O)Nc1ccc(Cl)c(Cl)c1	384	0.39000
SJ000550610-1	CC(C)c1ccc(/C=C/C(=O)Nc2ccc(F)cc2)cc1	383	0.39000
SJ000551191-1	CCOc1ccc2oc(C)c(C(=O)OCCOC)c2c1	382	0.39000
SJ000553571-1	Cc1ccc(C(=O)N2CCN(c3ccc([N+](=O)[O-])cc3Cl)CC2)cc1	381	0.26000
SJ000551108-1	CSc1nnc(CNC(=O)c2ccccc2C(F)(F)F)n1-c1ccccc1C	380	0.31000
SJ000551374-1	COCCOC(=O)c1c(C)oc2ccc(OCC(=O)c3ccccc3)cc21	378	0.40000
SJ000550944-1	COc1ccc(-n2c(CCNC(=O)c3ccc(Cl)cc3Cl)n[nH]c2=S)cc1	377	0.40000
SJ000550442-1	CCOc1ccc(-c2cc(C(=O)N3CCN(Cc4ccccc4)CC3)c3cc(C)ccc3n2)cc1	376	0.40000
SJ000553603-1	Cc1cc2nc(C)c(=O)n(Cc3ccc(C(=O)N4CCN(C)CC4)cc3)c2cc1C	376	0.39000
SJ000551203-1	COCCOC(=O)c1c(C)oc2ccc(OC(=O)c3ccccc3OC)cc21	374	0.40000
SJ000551138-1	CCOC(=O)c1cnn(-c2ccccc2)c1NC(=O)CSCc1ccc(F)cc1	374	0.39000
SJ000550609-1	CN(C)c1ccc(NC(=O)CCc2ccccc2)cc1	373	0.09000
SJ000551342-1	COc1ccc([N+](=O)[O-])cc1NC(=O)c1c(Cl)c(C)nn1C	372	0.40000
SJ000550621-1	CCOC(=O)c1ccc(NC(=O)/C=C/c2ccccc2Cl)cc1	372	0.38000
SJ000553589-1	CC(C)(C)c1ccc(C(=O)N2CCCCC2CCN2CCOCC2)cc1	372	0.32000
SJ000550586-1	CC(=O)c1cccc(NC(=O)/C=C/c2ccccc2Cl)c1	371	0.38000
SJ000550689-1	CC(C)N1C(=O)N(c2ccc(F)cc2)C(=O)C1CC(=O)Nc1ccc(F)cc1	371	0.31000
SJ000550997-1	CC(=O)Nc1c(C(=O)N2CCN(c3ncccn3)CC2)cnn1-c1ccccc1Cl	370	0.40000
SJ000551310-1	CCn1nccc1C(=O)Nc1ccc([N+](=O)[O-])cc1OC	369	0.27000
SJ000551329-1	CCCNC(=O)NCc1ccc(OC)c(OC)c1	366	0.37000
SJ000551207-1	COc1cccc(-c2cc(C(=O)N3CCN(Cc4ccccc4)CC3)c3ccccc3n2)c1	364	0.39000
SJ000332466-2	O=C(CCc1ccccc1)Nc1ccc(Cl)cc1	364	0.06000
SJ000550975-1	COc1ccc(CC2(CO)CCN(S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)cc1	361	0.38000
SJ000550921-1	COc1cc(-c2nc(-c3nonc3N)no2)cc(OC)c1OC	358	0.39000
SJ000551333-1	COc1cc(CNC(N)=O)cc(OC)c1OC	358	0.33000
SJ000551012-1	COc1ccc(C)cc1S(=O)(=O)N1CCC(CO)(Cc2cccc(C(F)(F)F)c2)CC1	357	0.38000
SJ000550626-1	CC(C)c1ccc(/C=C/C(=O)Nc2ccc(Cl)cc2)cc1	357	0.37000
SJ000550622-1	Cc1ccc(OCCN(C#N)c2nc(N(C)C)nc(N3CCOCC3)n2)cc1	355	0.38000
SJ000551197-1	COCCOC(=O)c1c(C)oc2ccc(OC(=O)c3ccc(OC)c(OC)c3)cc21	354	0.30000
SJ000551385-1	CCOC(=O)c1c(C)oc2c1c(F)c(F)c(F)c2F	353	0.38000
SJ000551367-1	Nc1ncnc(N2CCOCC2)c1N	353	0.38000
SJ000551255-1	O=C(Nc1ccc(-c2ccccc2)cc1)C1CC1c1ccccc1	353	0.32000
SJ000551750-1	O=C1CC(c2cccc3ccccc32)Sc2nc3ccccc3n21	352	0.38000
SJ000551291-1	Cn1ncc([N+](=O)[O-])c1C(=O)Nc1cc(Cl)ccc1Cl	349	0.37000
SJ000553616-1	O=C(c1ccc(Cn2cncn2)cc1)N1CCN(c2ccccn2)CC1	347	0.38000
SJ000553566-1	CC1CCN(C(=O)c2ccc(CSc3nc4cc[nH]cc-4n3)cc2)CC1	345	0.38000
SJ000551122-1	CC(C)(Oc1ccc(Cl)cc1)C(=O)N1CCN(c2cccc(Cl)c2)CC1	345	0.37000
SJ000550639-1	COCCN1C(=O)N(c2cccc(C)c2)C(=O)C1CC(=O)Nc1ccc(F)cc1	344	0.37000
SJ000551265-1	O=C(Nc1ccccc1OCCCc1ccccc1)C1CC1	342	0.14000
SJ000551259-1	CC1(C)CC1C(=O)Nc1ccccc1[N+](=O)[O-]	341	0.37000
SJ000550657-1	Cc1cccc(N2C(=O)C(CC(=O)Nc3ccccc3)N(C(C)C)C2=O)c1	341	0.33000
SJ000551343-1	Cc1nn(C)c(C(=O)Nc2cc([N+](=O)[O-])ccc2C)c1Cl	339	0.37000
SJ000551199-1	COCCOC(=O)c1c(C)oc2ccc(OC(=O)c3ccc(Cl)cc3)cc21	336	0.37000
SJ000553610-1	Cc1ccc(S(=O)(=O)NCc2ccc(C(=O)N3CCN(C4CCCCC4)CC3)cc2)cc1	336	0.24000
SJ000551047-1	CC(C)(C)C(=O)N1CCN(c2ccc(N)cc2)CC1	335	0.29000
SJ000550977-1	O=S(=O)(c1ccc(OC(F)(F)F)cc1)N1CCC(CO)(Cc2cccc(C(F)(F)F)c2)CC1	334	0.37000
SJ000551336-1	CCNC(=O)c1cc(Br)c(OC)c(OC)c1	334	0.28000
SJ000551189-1	CCOC(=O)/C=C/COc1ccc2oc(C)c(C(=O)OC)c2c1	333	0.37000
SJ000553572-1	COc1ccc(N2CCN(C(=O)c3ccc(C)cc3)CC2)c([N+](=O)[O-])c1	332	0.29000
SJ000553575-1	O=C(c1ccc(CSc2ccc(Cl)cc2)cc1)N1CCN(Cc2ccccc2)CC1	331	0.27000
SJ000550699-1	O=C(CSc1c(O)nc2ccc(Cl)cc2c1-c1ccccc1)N1CCN(C(=O)c2ccco2)CC1	330	0.37000
SJ000550633-1	COc1ccc(CN2C(=O)N(c3ccc(Cl)cc3)C(=O)C2CC(=O)Nc2ccc(F)cc2)cc1	329	0.31000
SJ000553593-1	Cc1ccc(C(=O)N2CCN(CCc3ccccn3)CC2)cc1	328	0.37000
SJ000550937-1	CCOc1ccccc1-c1nc(-c2nonc2N)no1	328	0.37000
SJ000553604-1	CCc1ccc(C(=O)N2CCCC(c3cccc(C(=O)N4CCOCC4)c3)C2)cc1	327	0.37000
SJ000550662-1	C=CCN1C(=O)N(c2cccc(Cl)c2)C(=O)C1CC(=O)Nc1ccc(OCC)cc1	327	0.25000
SJ000551279-1	Cc1ccc(NC(=O)CC(c2ccccc2)c2ccccc2)c(Br)c1	326	0.22000
